node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1,drug_resistance_1,drug_resistance_2
0,1.7718,1,7718,-1,#0000ff,0,0,0
488,.,19,-1,0,#0000ff,0,0,0
439,.,47,-1,488,#0000ff,0,0,0
28,131.1117,131,1117,439,#0000ff,0.0,0.2,0.0
424,.,54,-1,439,#0000ff,0,0,0
83,246.8725,246,8725,424,#0000ff,0,0,0
377,.,359,-1,424,#3300cc,0.2,0.0,0.0
132,463.9451,463,9451,377,#3300cc,0.2,0.0,0.0
374,.,367,-1,377,#3300cc,0.2,0.0,0.0
114,389.2393,389,2393,374,#3300cc,0.2,0.0,0.0
115,393.3522,393,3522,374,#3300cc,0.2,0.0,0.0
487,.,23,-1,488,#0000ff,0,0,0
95,277.113,277,113,487,#0000ff,0,0,0
366,.,405,-1,487,#3300cc,0.2,0.0,0.0
135,465.96,465,96,366,#3300cc,0.2,0.0,0.0
159,549.1297,549,1297,366,#3300cc,0.2,0.0,0.0
475,.,35,-1,487,#0000ff,0,0,0
32,134.4606,134,4606,475,#0000ff,0,0,0
422,.,55,-1,475,#0000ff,0,0,0
3,66.40,66,40,422,#0000ff,0,0,0
31,133.5427,133,5427,3,#0000ff,0,0,0
139,478.492,478,492,422,#660099,0.4,0.0,0.0
481,.,29,-1,487,#0000ff,0,0,0
88,255.6618,255,6618,481,#3300cc,0.2,0.0,0.0
460,.,42,-1,481,#0000ff,0,0,0
436,.,49,-1,460,#0000ff,0,0,0
402,.,73,-1,436,#0000ff,0,0,0
23,117.5409,117,5409,402,#0000ff,0,0,0
62,195.8400,195,8400,402,#0000ff,0,0,0
432,.,51,-1,436,#0000ff,0,0,0
66,199.9430,199,9430,432,#0000ff,0,0,0
427,.,52,-1,432,#0000ff,0,0,0
12,91.9554,91,9554,427,#0000ff,0,0,0
148,518.2312,518,2312,427,#3300cc,0.2,0.0,0.0
448,.,45,-1,460,#0000ff,0,0,0
43,164.3778,164,3778,448,#0000ff,0,0,0
80,240.8292,240,8292,448,#0000ff,0,0,0
477,.,33,-1,481,#0000ff,0,0,0
102,306.2045,306,2045,477,#3300cc,0.2,0.0,0.2
474,.,35,-1,477,#0000ff,0,0,0
406,.,67,-1,474,#0000ff,0,0,0
61,189.8944,189,8944,406,#0000ff,0,0,0
85,253.1407,253,1407,406,#0000ff,0,0,0
471,.,37,-1,474,#0000ff,0,0,0
466,.,40,-1,471,#0000ff,0,0,0
20,112.2508,112,2508,466,#0000ff,0,0,0
373,.,368,-1,466,#3300cc,0.2,0.0,0.0
112,384.8301,384,8301,373,#3300cc,0.2,0.0,0.0
162,550.1633,550,1633,373,#660099,0.4,0.0,0.0
469,.,38,-1,471,#0000ff,0,0,0
44,165.5859,165,5859,469,#0000ff,0,0,0
467,.,39,-1,469,#0000ff,0,0,0
445,.,46,-1,467,#0000ff,0,0,0
51,174.4381,174,4381,445,#0000ff,0,0,0
435,.,49,-1,445,#0000ff,0,0,0
34,136.2798,136,2798,435,#0000ff,0,0,0
50,173.4516,173,4516,435,#0000ff,0,0,0
453,.,44,-1,467,#0000ff,0,0,0
55,185.9512,185,9512,453,#0000ff,0,0,0
72,228.9657,228,9657,453,#0000ff,0,0,0
455,.,43,-1,467,#0000ff,0,0,0
414,.,59,-1,455,#0000ff,0,0,0
70,218.9992,218,9992,414,#0000ff,0,0,0
413,.,61,-1,414,#0000ff,0,0,0
63,197.2288,197,2288,413,#3300cc,0.2,0.0,0.0
399,.,97,-1,413,#0000ff,0,0,0
40,157.516,157,516,399,#3300cc,0.2,0.0,0.0
64,197.6752,197,6752,399,#0000ff,0,0,0
450,.,44,-1,455,#0000ff,0,0,0
16,98.5249,98,5249,450,#0000ff,0,0,0
441,.,46,-1,450,#0000ff,0,0,0
4,75.4489,75,4489,441,#0000ff,0,0,0
18,103.4331,103,4331,441,#0000ff,0,0,0
410,.,63,-1,441,#0000ff,0,0,0
27,125.7514,125,7514,410,#0000ff,0,0,0
53,181.2919,181,2919,410,#0000ff,0,0,0
486,.,24,-1,487,#0000ff,0,0,0
408,.,64,-1,486,#3300cc,0.2,0.0,0.0
140,483.8908,483,8908,408,#660099,0.4,0.0,0.0
387,.,278,-1,408,#3300cc,0.2,0.0,0.0
121,425.3344,425,3344,387,#3300cc,0.2,0.0,0.0
152,531.5334,531,5334,387,#3300cc,0.2,0.0,0.2
419,.,56,-1,486,#0000ff,0,0,0
142,495.1153,495,1153,419,#3300cc,0.2,0.0,0.0
391,.,247,-1,419,#0000ff,0,0,0
367,.,399,-1,391,#660099,0.4,0.0,0.0
356,.,429,-1,367,#660099,0.4,0.0,0.0
178,583.5826,583,5826,356,#660099,0.4,0.0,0.0
305,.,533,-1,356,#660099,0.4,0.0,0.0
161,549.2365,549,2365,305,#660099,0.4,0.0,0.0
169,562.9850,562,9850,305,#660099,0.4,0.0,0.0
362,.,421,-1,367,#660099,0.4,0.0,0.0
187,594.255,594,255,362,#660099,0.4,0.0,0.0
349,.,448,-1,362,#660099,0.4,0.0,0.0
156,546.1618,546,1618,349,#660099,0.4,0.0,0.0
269,.,648,-1,349,#660099,0.4,0.0,0.0
213,660.4943,660,4943,269,#660099,0.4,0.0,0.0
268,.,653,-1,269,#660099,0.4,0.0,0.0
220,668.1317,668,1317,268,#660099,0.4,0.0,0.0
264,.,687,-1,268,#660099,0.4,0.0,0.0
246,703.5666,703,5666,264,#660099,0.4,0.0,0.0
253,718.8085,718,8085,264,#660099,0.4,0.0,0.0
384,.,308,-1,391,#0000ff,0,0,0
110,378.1231,378,1231,384,#0000ff,0,0,0
376,.,362,-1,384,#0000ff,0,0,0
116,394.465,394,465,376,#0000ff,0,0,0
364,.,418,-1,376,#0000ff,0,0,0
120,423.1081,423,1081,364,#0000ff,0,0,0
134,464.88,464,88,364,#0000ff,0,0,0
317,.,515,-1,134,#0000ff,0,0,0
149,523.2815,523,2815,317,#0000ff,0,0,0
150,525.8459,525,8459,317,#0000ff,0,0,0
461,.,42,-1,486,#0000ff,0,0,0
7,79.8340,79,8340,461,#0000ff,0,0,0
372,.,377,-1,461,#0000ff,0,0,0
111,383.9363,383,9363,372,#0000ff,0,0,0
166,558.1499,558,1499,372,#0000ff,0,0,0
482,.,29,-1,486,#0000ff,0,0,0
33,135.728,135,728,482,#0000ff,0,0,0
464,.,40,-1,482,#0000ff,0,0,0
75,232.2945,232,2945,464,#0000ff,0,0,0
459,.,42,-1,464,#0000ff,0,0,0
39,148.3444,148,3444,459,#0000ff,0.0,0.0,0.2
452,.,44,-1,459,#0000ff,0,0,0
77,235.7333,235,7333,452,#0000ff,0,0,0
444,.,46,-1,452,#0000ff,0,0,0
388,.,275,-1,444,#0000ff,0,0,0
103,310.6909,310,6909,388,#0000ff,0,0,0
383,.,319,-1,388,#0000ff,0,0,0
105,337.4793,337,4793,383,#0000ff,0,0,0
351,.,439,-1,383,#0000ff,0,0,0
124,440.2330,440,2330,351,#0000ff,0,0,0
168,561.3010,561,3010,351,#0000ff,0,0,0
437,.,48,-1,444,#0000ff,0,0,0
395,.,134,-1,437,#0000ff,0,0,0
38,145.467,145,467,395,#0000ff,0,0,0
65,198.2830,198,2830,395,#0000ff,0,0,0
431,.,51,-1,437,#0000ff,0,0,0
26,123.5241,123,5241,431,#0000ff,0,0,0
426,.,52,-1,431,#0000ff,0,0,0
45,165.7173,165,7173,426,#660099,0.4,0.0,0.0
425,.,53,-1,426,#0000ff,0,0,0
76,235.4740,235,4740,425,#0000ff,0,0,0
416,.,58,-1,425,#0000ff,0,0,0
10,86.5881,86,5881,416,#0000ff,0,0,0
412,.,62,-1,416,#0000ff,0,0,0
25,122.1707,122,1707,412,#0000ff,0,0,0
409,.,63,-1,412,#0000ff,0,0,0
403,.,70,-1,409,#0000ff,0,0,0
389,.,263,-1,403,#3300cc,0.2,0.0,0.0
368,.,395,-1,389,#660099,0.4,0.0,0.0
138,473.5223,473,5223,368,#660099,0.4,0.0,0.0
355,.,430,-1,368,#660099,0.4,0.0,0.0
155,538.5714,538,5714,355,#660099,0.4,0.0,0.0
352,.,438,-1,355,#660099,0.4,0.0,0.0
131,462.1986,462,1986,352,#660099,0.4,0.0,0.0
341,.,490,-1,352,#660099,0.4,0.0,0.0
141,494.6158,494,6158,341,#660099,0.4,0.0,0.0
145,504.6371,504,6371,341,#660099,0.4,0.0,0.0
381,.,339,-1,389,#3300cc,0.2,0.0,0.0
196,607.8277,607,8277,381,#3300cc,0.2,0.0,0.0
370,.,391,-1,381,#3300cc,0.2,0.0,0.0
127,447.14,447,14,370,#3300cc,0.2,0.0,0.0
153,534.8172,534,8172,370,#3300cc,0.2,0.0,0.0
397,.,100,-1,403,#0000ff,0,0,0
37,144.3539,144,3539,397,#0000ff,0,0,0
396,.,110,-1,397,#0000ff,0,0,0
69,206.3072,206,3072,396,#0000ff,0,0,0
96,278.8141,278,8141,396,#0000ff,0,0,0
405,.,68,-1,409,#0000ff,0,0,0
41,159.5890,159,5890,405,#0000ff,0,0,0
54,184.905,184,905,405,#3300cc,0.2,0.0,0.0
485,.,26,-1,486,#0000ff,0,0,0
49,172.2589,172,2589,485,#0000ff,0,0,0
463,.,40,-1,485,#0000ff,0,0,0
451,.,44,-1,463,#0000ff,0,0,0
8,81.9588,81,9588,451,#0000ff,0,0,0
379,.,354,-1,451,#3300cc,0.2,0.0,0.0
143,496.793,496,793,379,#3300cc,0.2,0.0,0.0
375,.,367,-1,379,#3300cc,0.2,0.0,0.0
346,.,474,-1,375,#660099,0.4,0.0,0.0
275,.,602,-1,346,#660099,0.4,0.2,0.0
219,667.3828,667,3828,275,#660099,0.4,0.2,0.0
234,681.6195,681,6195,275,#660099,0.4,0.2,0.0
327,.,508,-1,346,#660099,0.4,0.0,0.0
171,566.4464,566,4464,327,#660099,0.4,0.0,0.0
199,617.8029,617,8029,327,#660099,0.4,0.0,0.0
345,.,477,-1,346,#660099,0.4,0.0,0.0
146,506.7611,506,7611,345,#660099,0.4,0.0,0.0
344,.,479,-1,345,#660099,0.4,0.0,0.0
165,555.5059,555,5059,344,#660099,0.4,0.0,0.0
189,596.5565,596,5565,344,#660099,0.4,0.0,0.0
353,.,437,-1,375,#3300cc,0.2,0.0,0.0
130,459.7917,459,7917,353,#3300cc,0.2,0.0,0.0
136,471.7858,471,7858,353,#3300cc,0.2,0.0,0.0
447,.,45,-1,451,#0000ff,0,0,0
100,288.519,288,519,447,#0000ff,0,0,0
442,.,46,-1,447,#0000ff,0,0,0
