seed_id,transmissibility_1,
0,0.6000000000000001
1,0.6000000000000001
2,0.4
3,0.4
4,0.4
5,0.6000000000000001
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
