node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1
0,1.130,1,130,-1,#0000ff,0.36256164436358207
55,1537.5245,1537,5245,0,#0000ff,0.36256164436358207
1,1.1019,1,1019,-1,#0000ff,0.36256164436358207
2,1.5911,1,5911,-1,#c80037,1.7007989172574987
356,.,35,-1,2,#c80037,1.7007989172574987
297,.,405,-1,356,#c80037,1.7007989172574987
16,852.204,852,204,297,#c80037,1.7007989172574987
256,.,539,-1,297,#c80037,1.7007989172574987
18,918.263,918,263,256,#c80037,1.7007989172574987
157,3260.3294,3260,3294,256,#c80037,1.7007989172574987
355,.,52,-1,356,#c80037,1.7007989172574987
351,.,183,-1,355,#c80037,1.7007989172574987
291,.,438,-1,351,#c80037,1.7007989172574987
5,478.344,478,344,291,#c80037,1.7007989172574987
119,2613.1490,2613,1490,5,#c80037,1.7007989172574987
242,.,587,-1,291,#c80037,1.7007989172574987
13,787.6529,787,6529,242,#c80037,1.7007989172574987
227,.,650,-1,242,#c80037,1.7007989172574987
9,728.8151,728,8151,227,#c80037,1.7007989172574987
146,3087.1873,3087,1873,227,#c80037,1.7007989172574987
350,.,186,-1,351,#c80037,1.7007989172574987
329,.,296,-1,350,#c80037,1.7007989172574987
156,3254.1852,3254,1852,329,#c80037,1.7007989172574987
267,.,499,-1,329,#c80037,1.7007989172574987
192,.,2261,-1,267,#c80037,1.7007989172574987
111,2414.6975,2414,6975,192,#c80037,1.7007989172574987
181,3619.9690,3619,9690,192,#c80037,1.7007989172574987
219,.,816,-1,267,#c80037,1.7007989172574987
178,3581.3543,3581,3543,219,#c80037,1.7007989172574987
185,.,3017,-1,219,#c80037,1.7007989172574987
151,3201.7534,3201,7534,185,#c80037,1.7007989172574987
177,3563.4951,3563,4951,185,#c80037,1.7007989172574987
349,.,192,-1,350,#c80037,1.7007989172574987
286,.,451,-1,349,#c80037,1.7007989172574987
6,572.2584,572,2584,286,#c80037,1.7007989172574987
215,.,964,-1,286,#c80037,1.7007989172574987
41,1332.6464,1332,6464,215,#c80037,1.7007989172574987
52,1484.9920,1484,9920,215,#c80037,1.7007989172574987
300,.,402,-1,349,#c80037,1.7007989172574987
199,.,1688,-1,300,#c80037,1.7007989172574987
80,1920.6652,1920,6652,199,#c80037,1.7007989172574987
126,2735.946,2735,946,199,#c80037,1.7007989172574987
258,.,532,-1,300,#c80037,1.7007989172574987
67,1704.9722,1704,9722,258,#c80037,1.7007989172574987
149,3169.7519,3169,7519,258,#c80037,1.7007989172574987
347,.,209,-1,349,#c80037,1.7007989172574987
336,.,257,-1,347,#c80037,1.7007989172574987
12,772.5155,772,5155,336,#c80037,1.7007989172574987
180,3596.2328,3596,2328,336,#c80037,1.7007989172574987
346,.,210,-1,347,#c80037,1.7007989172574987
304,.,391,-1,346,#c80037,1.7007989172574987
161,3340.72,3340,72,304,#c80037,1.7007989172574987
278,.,468,-1,304,#c80037,1.7007989172574987
7,664.2362,664,2362,278,#c80037,1.7007989172574987
81,1958.6195,1958,6195,278,#c80037,1.7007989172574987
217,.,880,-1,278,#c80037,1.7007989172574987
76,1870.4061,1870,4061,217,#c80037,1.7007989172574987
134,2842.334,2842,334,217,#c80037,1.7007989172574987
342,.,217,-1,346,#c80037,1.7007989172574987
303,.,392,-1,342,#c80037,1.7007989172574987
147,3150.1777,3150,1777,303,#c80037,1.7007989172574987
296,.,407,-1,303,#c80037,1.7007989172574987
290,.,438,-1,296,#c80037,1.7007989172574987
211,.,1110,-1,290,#c80037,1.7007989172574987
39,1301.4354,1301,4354,211,#c80037,1.7007989172574987
85,2015.215,2015,215,211,#c80037,1.7007989172574987
288,.,444,-1,290,#c80037,1.7007989172574987
129,2769.2929,2769,2929,288,#c80037,1.7007989172574987
274,.,475,-1,288,#c80037,1.7007989172574987
241,.,597,-1,274,#c80037,1.7007989172574987
159,3268.137,3268,137,241,#c80037,1.7007989172574987
194,.,1991,-1,241,#c80037,1.7007989172574987
139,2946.7881,2946,7881,194,#c80037,1.7007989172574987
183,3634.2122,3634,2122,194,#c80037,1.7007989172574987
266,.,499,-1,274,#c80037,1.7007989172574987
95,2219.4432,2219,4432,266,#c80037,1.7007989172574987
261,.,517,-1,266,#c80037,1.7007989172574987
