node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1
0,1.1188,1,1188,-1,#860079,1.068140375978358
79,2131.964,2131,964,0,#860079,1.068140375978358
1,1.1290,1,1290,-1,#0000ff,0.36256164436358207
100,2498.7513,2498,7513,1,#0000ff,0.36256164436358207
2,1.4059,1,4059,-1,#ff0000,1.7007989172574987
312,.,6,-1,2,#ff0000,1.7007989172574987
309,.,38,-1,312,#ff0000,1.7007989172574987
287,.,123,-1,309,#ff0000,1.7007989172574987
175,.,789,-1,287,#ff0000,1.7007989172574987
136,3139.4446,3139,4446,175,#ff0000,1.7007989172574987
151,3431.6865,3431,6865,175,#ff0000,1.7007989172574987
267,.,166,-1,287,#ff0000,1.7007989172574987
193,.,336,-1,267,#ff0000,1.7007989172574987
20,728.625,728,625,193,#ff0000,1.7007989172574987
110,2557.1558,2557,1558,193,#ff0000,1.7007989172574987
257,.,207,-1,267,#ff0000,1.7007989172574987
212,.,288,-1,257,#ff0000,1.7007989172574987
5,299.3542,299,3542,212,#ff0000,1.7007989172574987
184,.,456,-1,5,#ff0000,1.7007989172574987
75,2091.8188,2091,8188,184,#ff0000,1.7007989172574987
166,.,1715,-1,184,#ff0000,1.7007989172574987
65,1795.488,1795,488,166,#ff0000,1.7007989172574987
133,3113.9272,3113,9272,166,#ff0000,1.7007989172574987
161,3622.7214,3622,7214,212,#ff0000,1.7007989172574987
255,.,215,-1,257,#ff0000,1.7007989172574987
81,2151.668,2151,668,255,#ff0000,1.7007989172574987
114,2617.1164,2617,1164,255,#ff0000,1.7007989172574987
308,.,43,-1,309,#ff0000,1.7007989172574987
280,.,141,-1,308,#ff0000,1.7007989172574987
261,.,192,-1,280,#ff0000,1.7007989172574987
43,1376.6400,1376,6400,261,#ff0000,1.7007989172574987
245,.,233,-1,261,#ff0000,1.7007989172574987
194,.,332,-1,245,#ff0000,1.7007989172574987
148,3393.6946,3393,6946,194,#ff0000,1.7007989172574987
169,.,1159,-1,194,#ff0000,1.7007989172574987
88,2252.2340,2252,2340,169,#ff0000,1.7007989172574987
105,2523.3634,2523,3634,169,#ff0000,1.7007989172574987
240,.,237,-1,245,#ff0000,1.7007989172574987
