node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1
0,1.18,1,18,-1,#ff0000,1.7007989172574987
352,.,4,-1,0,#ff0000,1.7007989172574987
345,.,123,-1,352,#ff0000,1.7007989172574987
137,2641.2884,2641,2884,345,#ff0000,1.7007989172574987
344,.,124,-1,345,#ff0000,1.7007989172574987
99,2102.2915,2102,2915,344,#ff0000,1.7007989172574987
343,.,128,-1,344,#ff0000,1.7007989172574987
232,.,492,-1,343,#ff0000,1.7007989172574987
171,3338.174,3338,174,232,#ff0000,1.7007989172574987
205,.,1292,-1,232,#ff0000,1.7007989172574987
93,1967.8482,1967,8482,205,#ff0000,1.7007989172574987
198,.,1570,-1,205,#ff0000,1.7007989172574987
132,2604.7084,2604,7084,198,#ff0000,1.7007989172574987
181,3556.6632,3556,6632,198,#ff0000,1.7007989172574987
342,.,134,-1,343,#ff0000,1.7007989172574987
18,723.3206,723,3206,342,#ff0000,1.7007989172574987
341,.,135,-1,342,#ff0000,1.7007989172574987
193,.,1738,-1,341,#ff0000,1.7007989172574987
101,2137.4254,2137,4254,193,#ff0000,1.7007989172574987
192,.,1778,-1,193,#ff0000,1.7007989172574987
89,1940.8790,1940,8790,192,#ff0000,1.7007989172574987
167,3274.2654,3274,2654,192,#ff0000,1.7007989172574987
340,.,137,-1,341,#ff0000,1.7007989172574987
330,.,169,-1,340,#ff0000,1.7007989172574987
32,902.964,902,964,330,#ff0000,1.7007989172574987
329,.,170,-1,330,#ff0000,1.7007989172574987
213,.,898,-1,329,#ff0000,1.7007989172574987
35,983.2099,983,2099,213,#ff0000,1.7007989172574987
82,1868.3433,1868,3433,213,#ff0000,1.7007989172574987
327,.,171,-1,329,#ff0000,1.7007989172574987
31,890.4064,890,4064,327,#ff0000,1.7007989172574987
149,2911.6837,2911,6837,327,#ff0000,1.7007989172574987
321,.,190,-1,327,#ff0000,1.7007989172574987
261,.,312,-1,321,#ff0000,1.7007989172574987
73,1686.7194,1686,7194,261,#ff0000,1.7007989172574987
90,1941.1697,1941,1697,261,#ff0000,1.7007989172574987
320,.,193,-1,321,#ff0000,1.7007989172574987
38,1010.3793,1010,3793,320,#ff0000,1.7007989172574987
318,.,196,-1,320,#ff0000,1.7007989172574987
63,1526.9264,1526,9264,318,#ff0000,1.7007989172574987
317,.,197,-1,318,#ff0000,1.7007989172574987
55,1425.2946,1425,2946,317,#ff0000,1.7007989172574987
316,.,198,-1,317,#ff0000,1.7007989172574987
293,.,235,-1,316,#ff0000,1.7007989172574987
108,2308.9490,2308,9490,293,#ff0000,1.7007989172574987
292,.,236,-1,293,#ff0000,1.7007989172574987
59,1469.556,1469,556,292,#ff0000,1.7007989172574987
281,.,255,-1,292,#ff0000,1.7007989172574987
200,.,1455,-1,281,#ff0000,1.7007989172574987
69,1623.272,1623,272,200,#ff0000,1.7007989172574987
185,.,2478,-1,200,#ff0000,1.7007989172574987
174,3446.6401,3446,6401,185,#ff0000,1.7007989172574987
179,3536.3916,3536,3916,185,#ff0000,1.7007989172574987
279,.,258,-1,281,#ff0000,1.7007989172574987
79,1802.7165,1802,7165,279,#ff0000,1.7007989172574987
170,3303.4637,3303,4637,279,#ff0000,1.7007989172574987
315,.,201,-1,316,#ff0000,1.7007989172574987
58,1468.9418,1468,9418,315,#ff0000,1.7007989172574987
314,.,202,-1,315,#ff0000,1.7007989172574987
250,.,362,-1,314,#ff0000,1.7007989172574987
143,2873.6083,2873,6083,250,#ff0000,1.7007989172574987
248,.,370,-1,250,#ff0000,1.7007989172574987
107,2260.9924,2260,9924,248,#ff0000,1.7007989172574987
243,.,393,-1,248,#ff0000,1.7007989172574987
16,712.3198,712,3198,243,#ff0000,1.7007989172574987
20,772.4575,772,4575,243,#ff0000,1.7007989172574987
310,.,206,-1,314,#ff0000,1.7007989172574987
188,.,2214,-1,310,#ff0000,1.7007989172574987
180,3541.1347,3541,1347,188,#ff0000,1.7007989172574987
187,.,2253,-1,188,#ff0000,1.7007989172574987
135,2616.3935,2616,3935,187,#ff0000,1.7007989172574987
158,3111.4544,3111,4544,187,#ff0000,1.7007989172574987
309,.,208,-1,310,#ff0000,1.7007989172574987
7,379.4088,379,4088,309,#ff0000,1.7007989172574987
273,.,277,-1,309,#ff0000,1.7007989172574987
78,1781.3811,1781,3811,273,#ff0000,1.7007989172574987
247,.,377,-1,273,#ff0000,1.7007989172574987
14,693.626,693,626,247,#ff0000,1.7007989172574987
244,.,389,-1,247,#ff0000,1.7007989172574987
62,1512.2218,1512,2218,244,#ff0000,1.7007989172574987
216,.,840,-1,244,#ff0000,1.7007989172574987
163,3152.3653,3152,3653,216,#ff0000,1.7007989172574987
165,3176.295,3176,295,216,#ff0000,1.7007989172574987
308,.,209,-1,309,#ff0000,1.7007989172574987
41,1082.5191,1082,5191,308,#ff0000,1.7007989172574987
304,.,215,-1,308,#ff0000,1.7007989172574987
268,.,284,-1,304,#ff0000,1.7007989172574987
40,1051.4389,1051,4389,268,#ff0000,1.7007989172574987
131,2591.5570,2591,5570,268,#ff0000,1.7007989172574987
303,.,217,-1,304,#ff0000,1.7007989172574987
274,.,276,-1,303,#ff0000,1.7007989172574987
27,850.1853,850,1853,274,#ff0000,1.7007989172574987
75,1738.6011,1738,6011,27,#ff0000,1.7007989172574987
270,.,282,-1,274,#ff0000,1.7007989172574987
254,.,338,-1,270,#ff0000,1.7007989172574987
189,.,2147,-1,254,#ff0000,1.7007989172574987
118,2418.287,2418,287,189,#ff0000,1.7007989172574987
183,3578.2892,3578,2892,189,#ff0000,1.7007989172574987
249,.,365,-1,254,#ff0000,1.7007989172574987
29,872.9972,872,9972,249,#ff0000,1.7007989172574987
228,.,539,-1,249,#ff0000,1.7007989172574987
100,2106.4180,2106,4180,228,#ff0000,1.7007989172574987
125,2525.3213,2525,3213,228,#ff0000,1.7007989172574987
265,.,304,-1,270,#ff0000,1.7007989172574987
74,1704.1686,1704,1686,265,#ff0000,1.7007989172574987
258,.,337,-1,265,#ff0000,1.7007989172574987
182,3575.4211,3575,4211,258,#ff0000,1.7007989172574987
255,.,338,-1,258,#ff0000,1.7007989172574987
33,933.1485,933,1485,255,#ff0000,1.7007989172574987
46,1261.1706,1261,1706,255,#ff0000,1.7007989172574987
301,.,219,-1,303,#ff0000,1.7007989172574987
161,3130.2913,3130,2913,301,#ff0000,1.7007989172574987
299,.,222,-1,301,#ff0000,1.7007989172574987
12,670.5276,670,5276,299,#ff0000,1.7007989172574987
297,.,226,-1,299,#ff0000,1.7007989172574987
242,.,401,-1,297,#ff0000,1.7007989172574987
128,2563.107,2563,107,242,#ff0000,1.7007989172574987
237,.,464,-1,242,#ff0000,1.7007989172574987
52,1347.8641,1347,8641,237,#ff0000,1.7007989172574987
173,3430.7308,3430,7308,237,#ff0000,1.7007989172574987
295,.,228,-1,297,#ff0000,1.7007989172574987
156,3090.929,3090,929,295,#ff0000,1.7007989172574987
190,.,1920,-1,295,#ff0000,1.7007989172574987
120,2435.7140,2435,7140,190,#ff0000,1.7007989172574987
184,3615.71,3615,71,190,#ff0000,1.7007989172574987
294,.,232,-1,295,#ff0000,1.7007989172574987
286,.,247,-1,294,#ff0000,1.7007989172574987
245,.,386,-1,286,#ff0000,1.7007989172574987
9,524.9133,524,9133,245,#ff0000,1.7007989172574987
168,3283.2158,3283,2158,245,#ff0000,1.7007989172574987
260,.,317,-1,286,#ff0000,1.7007989172574987
96,2025.1599,2025,1599,260,#ff0000,1.7007989172574987
257,.,337,-1,260,#ff0000,1.7007989172574987
42,1148.262,1148,262,257,#ff0000,1.7007989172574987
113,2349.1799,2349,1799,257,#ff0000,1.7007989172574987
291,.,236,-1,294,#ff0000,1.7007989172574987
280,.,255,-1,291,#ff0000,1.7007989172574987
266,.,302,-1,280,#ff0000,1.7007989172574987
10,555.1027,555,1027,266,#ff0000,1.7007989172574987
207,.,1111,-1,266,#ff0000,1.7007989172574987
95,1997.8081,1997,8081,207,#ff0000,1.7007989172574987
201,.,1358,-1,207,#ff0000,1.7007989172574987
150,2932.1710,2932,1710,201,#ff0000,1.7007989172574987
155,3089.5551,3089,5551,201,#ff0000,1.7007989172574987
277,.,265,-1,280,#ff0000,1.7007989172574987
81,1849.6485,1849,6485,277,#ff0000,1.7007989172574987
227,.,543,-1,277,#ff0000,1.7007989172574987
215,.,852,-1,227,#ff0000,1.7007989172574987
153,3008.5163,3008,5163,215,#ff0000,1.7007989172574987
191,.,1892,-1,215,#ff0000,1.7007989172574987
112,2340.8379,2340,8379,191,#ff0000,1.7007989172574987
152,3004.1974,3004,1974,191,#ff0000,1.7007989172574987
225,.,562,-1,227,#ff0000,1.7007989172574987
86,1896.8039,1896,8039,225,#ff0000,1.7007989172574987
186,.,2406,-1,225,#ff0000,1.7007989172574987
157,3107.2171,3107,2171,186,#ff0000,1.7007989172574987
169,3297.9154,3297,9154,186,#ff0000,1.7007989172574987
287,.,244,-1,291,#ff0000,1.7007989172574987
253,.,339,-1,287,#ff0000,1.7007989172574987
91,1949.1875,1949,1875,253,#ff0000,1.7007989172574987
164,3167.2894,3167,2894,253,#ff0000,1.7007989172574987
285,.,251,-1,287,#ff0000,1.7007989172574987
66,1540.742,1540,742,285,#ff0000,1.7007989172574987
283,.,253,-1,285,#ff0000,1.7007989172574987
212,.,907,-1,283,#ff0000,1.7007989172574987
72,1671.1093,1671,1093,212,#ff0000,1.7007989172574987
176,3467.4774,3467,4774,212,#ff0000,1.7007989172574987
282,.,254,-1,283,#ff0000,1.7007989172574987
22,777.3635,777,3635,282,#ff0000,1.7007989172574987
278,.,260,-1,282,#ff0000,1.7007989172574987
259,.,334,-1,278,#ff0000,1.7007989172574987
145,2882.1737,2882,1737,259,#ff0000,1.7007989172574987
154,3019.582,3019,582,259,#ff0000,1.7007989172574987
272,.,278,-1,278,#ff0000,1.7007989172574987
197,.,1587,-1,272,#ff0000,1.7007989172574987
92,1952.3337,1952,3337,197,#ff0000,1.7007989172574987
110,2323.9591,2323,9591,197,#ff0000,1.7007989172574987
271,.,279,-1,272,#ff0000,1.7007989172574987
235,.,466,-1,271,#ff0000,1.7007989172574987
119,2424.5458,2424,5458,235,#ff0000,1.7007989172574987
