node_id,name,node_time,subpop_id,parent_id,color_trait_1,transmissibility_1,drug_resistance_1,drug_resistance_2
0,1.7718,1,7718,-1,#0000ff,0,0,0
491,.,14,-1,0,#0000ff,0,0,0
31,111.3701,111,3701,491,#0000ff,0,0,0
490,.,15,-1,491,#0000ff,0,0,0
388,.,313,-1,490,#4000bf,0.2,0.0,0.0
133,442.476,442,476,388,#4000bf,0.2,0.0,0.0
151,481.2266,481,2266,388,#80007f,0.4,0.0,0.0
416,.,72,-1,490,#0000ff,0,0,0
52,163.3887,163,3887,416,#0000ff,0,0,0
102,293.8179,293,8179,416,#0000ff,0,0,0
481,.,22,-1,490,#0000ff,0,0,0
413,.,81,-1,481,#0000ff,0,0,0
40,148.364,148,364,413,#0000ff,0,0,0
61,177.3239,177,3239,413,#0000ff,0,0,0
476,.,24,-1,481,#0000ff,0,0,0
463,.,30,-1,476,#0000ff,0,0,0
450,.,35,-1,463,#0000ff,0,0,0
422,.,55,-1,450,#0000ff,0,0,0
42,149.3161,149,3161,422,#0000ff,0,0,0
45,152.299,152,299,422,#0000ff,0,0,0
430,.,47,-1,450,#0000ff,0,0,0
11,69.4298,69,4298,430,#0000ff,0,0,0
14,80.8228,80,8228,430,#0000ff,0,0,0
456,.,32,-1,463,#0000ff,0,0,0
424,.,52,-1,456,#0000ff,0,0,0
4,60.6352,60,6352,424,#0000ff,0,0,0
17,84.2435,84,2435,424,#0000ff,0,0,0
446,.,37,-1,456,#0000ff,0,0,0
38,146.3241,146,3241,446,#0000ff,0,0,0
57,169.3469,169,3469,446,#0000ff,0,0,0
427,.,49,-1,446,#0000ff,0,0,0
27,103.8572,103,8572,427,#0000ff,0,0,0
74,219.6260,219,6260,27,#0000ff,0,0,0
85,241.6260,241,6260,74,#0000ff,0,0,0
415,.,73,-1,427,#0000ff,0,0,0
95,262.3425,262,3425,415,#0000ff,0,0,0
412,.,95,-1,415,#0000ff,0,0,0
35,132.6706,132,6706,412,#0000ff,0,0,0
411,.,99,-1,412,#0000ff,0,0,0
76,222.3960,222,3960,411,#0000ff,0,0,0
403,.,153,-1,411,#0000ff,0.0,0.0,0.2
55,168.8756,168,8756,403,#0000ff,0.0,0.0,0.2
78,230.1766,230,1766,403,#0000ff,0.0,0.0,0.2
405,.,153,-1,411,#0000ff,0,0,0
54,168.4811,168,4811,405,#0000ff,0,0,0
97,268.1311,268,1311,405,#4000bf,0.2,0.0,0.0
475,.,25,-1,476,#0000ff,0,0,0
93,255.5429,255,5429,475,#0000ff,0,0,0
100,281.4899,281,4899,475,#0000ff,0,0,0
474,.,26,-1,475,#0000ff,0,0,0
39,146.7890,146,7890,474,#0000ff,0,0,0
466,.,30,-1,474,#0000ff,0,0,0
87,245.6080,245,6080,466,#80007f,0.4,0.0,0.0
462,.,31,-1,466,#0000ff,0,0,0
420,.,56,-1,462,#0000ff,0,0,0
77,230.218,230,218,420,#4000bf,0.2,0.0,0.0
408,.,126,-1,420,#0000ff,0,0,0
110,336.7415,336,7415,408,#0000ff,0,0,0
393,.,274,-1,408,#4000bf,0.2,0.0,0.0
103,296.8948,296,8948,393,#4000bf,0.2,0.0,0.0
105,310.4339,310,4339,393,#4000bf,0.2,0.0,0.0
458,.,32,-1,462,#0000ff,0,0,0
9,66.5320,66,5320,458,#0000ff,0,0,0
24,97.7387,97,7387,458,#0000ff,0,0,0
489,.,16,-1,490,#0000ff,0,0,0
64,187.6844,187,6844,489,#0000ff,0,0,0
423,.,53,-1,489,#4000bf,0.2,0.0,0.0
6,64.3612,64,3612,423,#4000bf,0.2,0.0,0.0
282,.,586,-1,423,#4000bf,0.2,0.0,0.2
194,595.9376,595,9376,282,#4000bf,0.2,0.0,0.2
203,608.9376,608,9376,194,#4000bf,0.2,0.0,0.2
211,622.650,622,650,282,#4000bf,0.2,0.0,0.2
434,.,43,-1,489,#0000ff,0,0,0
20,90.9114,90,9114,434,#0000ff,0,0,0
48,158.370,158,370,434,#0000ff,0,0,0
477,.,24,-1,489,#0000ff,0,0,0
99,279.4388,279,4388,477,#0000ff,0,0,0
114,366.3247,366,3247,477,#0000ff,0.0,0.0,0.2
487,.,18,-1,489,#0000ff,0,0,0
59,173.8887,173,8887,487,#0000ff,0.0,0.0,0.2
436,.,42,-1,487,#0000ff,0,0,0
13,77.6927,77,6927,436,#0000ff,0,0,0
426,.,50,-1,436,#0000ff,0,0,0
5,63.1924,63,1924,426,#0000ff,0,0,0
421,.,55,-1,426,#0000ff,0,0,0
94,255.4152,255,4152,421,#0000ff,0,0,0
418,.,57,-1,421,#0000ff,0,0,0
23,96.6382,96,6382,418,#0000ff,0,0,0
44,150.1351,150,1351,418,#0000ff,0,0,0
488,.,17,-1,489,#0000ff,0,0,0
160,517.4354,517,4354,488,#80007f,0.4,0.0,0.0
448,.,36,-1,488,#0000ff,0,0,0
28,105.4946,105,4946,448,#0000ff,0,0,0
447,.,37,-1,448,#0000ff,0,0,0
109,331.8727,331,8727,447,#0000ff,0,0,0
440,.,40,-1,447,#0000ff,0,0,0
92,252.9438,252,9438,440,#4000bf,0.2,0.0,0.0
435,.,42,-1,440,#0000ff,0,0,0
84,241.2490,241,2490,435,#0000ff,0,0,0
374,.,343,-1,435,#80007f,0.4,0.0,0.0
127,417.775,417,775,374,#80007f,0.4,0.0,0.0
129,424.775,424,775,127,#80007f,0.4,0.0,0.0
361,.,383,-1,374,#80007f,0.4,0.0,0.0
128,417.7046,417,7046,361,#80007f,0.4,0.0,0.0
307,.,510,-1,361,#80007f,0.4,0.0,0.0
185,570.6450,570,6450,307,#80007f,0.4,0.0,0.0
265,.,688,-1,307,#c0003f,0.6000000000000001,0.0,0.0
241,694.313,694,313,265,#c0003f,0.6000000000000001,0.0,0.0
242,694.6229,694,6229,265,#c0003f,0.6000000000000001,0.0,0.0
373,.,345,-1,374,#80007f,0.4,0.0,0.0
316,.,491,-1,373,#c0003f,0.6000000000000001,0.0,0.2
286,.,554,-1,316,#ff0000,0.8,0.0,0.2
178,558.4924,558,4924,286,#ff0000,0.8,0.0,0.2
261,724.2980,724,2980,286,#ff0000,0.8,0.0,0.2
311,.,499,-1,316,#c0003f,0.6000000000000001,0.0,0.2
162,519.542,519,542,311,#c0003f,0.6000000000000001,0.0,0.2
234,676.8938,676,8938,311,#c0003f,0.6000000000000001,0.0,0.2
315,.,493,-1,316,#c0003f,0.6000000000000001,0.0,0.2
277,.,598,-1,315,#c0003f,0.6000000000000001,0.0,0.2
217,634.2524,634,2524,277,#c0003f,0.6000000000000001,0.0,0.2
237,684.4212,684,4212,277,#c0003f,0.6000000000000001,0.0,0.2
312,.,497,-1,315,#c0003f,0.6000000000000001,0.0,0.2
187,573.6034,573,6034,312,#c0003f,0.6000000000000001,0.0,0.2
245,697.8461,697,8461,312,#c0003f,0.6000000000000001,0.0,0.2
283,.,577,-1,312,#c0003f,0.6000000000000001,0.0,0.2
205,613.2273,613,2273,283,#c0003f,0.6000000000000001,0.0,0.2
223,650.6790,650,6790,283,#c0003f,0.6000000000000001,0.0,0.2
368,.,365,-1,373,#80007f,0.4,0.0,0.0
142,463.2014,463,2014,368,#80007f,0.4,0.0,0.0
367,.,366,-1,368,#80007f,0.4,0.0,0.0
351,.,407,-1,367,#80007f,0.4,0.0,0.0
124,412.7818,412,7818,351,#80007f,0.4,0.0,0.0
147,473.821,473,821,351,#80007f,0.4,0.0,0.0
356,.,398,-1,367,#80007f,0.4,0.0,0.0
155,490.6393,490,6393,356,#80007f,0.4,0.0,0.0
164,528.2953,528,2953,356,#80007f,0.4,0.0,0.0
485,.,20,-1,488,#0000ff,0,0,0
397,.,216,-1,485,#0000ff,0,0,0
80,234.9789,234,9789,397,#0000ff,0,0,0
98,277.3452,277,3452,397,#0000ff,0,0,0
429,.,47,-1,485,#0000ff,0,0,0
18,86.1563,86,1563,429,#0000ff,0,0,0
414,.,78,-1,429,#0000ff,0,0,0
21,92.1672,92,1672,414,#0000ff,0,0,0
36,140.1082,140,1082,414,#0000ff,0,0,0
486,.,18,-1,488,#0000ff,0,0,0
25,102.2473,102,2473,486,#0000ff,0,0,0
483,.,21,-1,486,#0000ff,0,0,0
472,.,27,-1,483,#0000ff,0,0,0
442,.,40,-1,472,#0000ff,0,0,0
7,65.311,65,311,442,#0000ff,0,0,0
33,120.4322,120,4322,442,#0000ff,0,0,0
469,.,28,-1,472,#0000ff,0,0,0
2,56.2353,56,2353,469,#0000ff,0,0,0
16,82.9527,82,9527,469,#0000ff,0,0,0
479,.,23,-1,483,#0000ff,0,0,0
49,161.4437,161,4437,479,#0000ff,0,0,0
425,.,51,-1,479,#0000ff,0,0,0
10,67.4625,67,4625,425,#0000ff,0,0,0
398,.,210,-1,425,#0000ff,0,0,0
75,220.8146,220,8146,398,#0000ff,0,0,0
115,369.3086,369,3086,398,#0000ff,0,0,0
484,.,20,-1,486,#0000ff,0,0,0
12,70.9497,70,9497,484,#0000ff,0,0,0
26,103.7586,103,7586,484,#0000ff,0,0,0
50,162.4577,162,4577,484,#0000ff,0,0,0
108,331.5183,331,5183,484,#0000ff,0,0,0
395,.,266,-1,484,#80007f,0.4,0.0,0.0
126,416.8485,416,8485,395,#80007f,0.4,0.0,0.0
380,.,334,-1,395,#80007f,0.4,0.0,0.0
120,380.6961,380,6961,380,#80007f,0.4,0.0,0.0
379,.,335,-1,380,#80007f,0.4,0.0,0.0
310,.,499,-1,379,#c0003f,0.6000000000000001,0.0,0.0
269,.,657,-1,310,#c0003f,0.6000000000000001,0.0,0.0
225,662.1779,662,1779,269,#c0003f,0.6000000000000001,0.0,0.0
238,685.199,685,199,269,#c0003f,0.6000000000000001,0.0,0.0
308,.,509,-1,310,#c0003f,0.6000000000000001,0.0,0.0
192,586.469,586,469,308,#c0003f,0.6000000000000001,0.0,0.0
271,.,624,-1,308,#c0003f,0.6000000000000001,0.0,0.0
221,645.2897,645,2897,271,#c0003f,0.6000000000000001,0.0,0.0
224,658.3150,658,3150,271,#c0003f,0.6000000000000001,0.0,0.0
371,.,356,-1,379,#80007f,0.4,0.0,0.0
143,468.9273,468,9273,371,#80007f,0.4,0.0,0.0
204,610.2229,610,2229,371,#80007f,0.4,0.0,0.2
471,.,27,-1,484,#0000ff,0,0,0
111,347.4078,347,4078,471,#4000bf,0.2,0.0,0.2
465,.,30,-1,471,#0000ff,0,0,0
402,.,161,-1,465,#4000bf,0.2,0.0,0.0
106,314.4168,314,4168,402,#4000bf,0.2,0.0,0.0
401,.,176,-1,402,#4000bf,0.2,0.0,0.0
96,263.3177,263,3177,401,#4000bf,0.2,0.0,0.0
117,373.787,373,787,401,#4000bf,0.2,0.0,0.0
454,.,34,-1,465,#0000ff,0,0,0
417,.,61,-1,454,#0000ff,0,0,0
30,108.9881,108,9881,417,#0000ff,0,0,0
46,156.598,156,598,417,#0000ff,0,0,0
441,.,40,-1,454,#0000ff,0,0,0
34,127.5341,127,5341,441,#0000ff,0,0,0
437,.,42,-1,441,#0000ff,0,0,0
47,156.2159,156,2159,437,#4000bf,0.2,0.0,0.0
431,.,46,-1,437,#4000bf,0.2,0.0,0.0
400,.,193,-1,431,#4000bf,0.2,0.0,0.0
83,236.8981,236,8981,400,#4000bf,0.2,0.0,0.0
394,.,272,-1,400,#80007f,0.4,0.0,0.0
390,.,311,-1,394,#80007f,0.4,0.0,0.0
262,728.1155,728,1155,390,#80007f,0.4,0.0,0.0
389,.,313,-1,390,#80007f,0.4,0.0,0.0
331,.,446,-1,389,#80007f,0.4,0.0,0.0
154,486.3711,486,3711,331,#80007f,0.4,0.0,0.0
326,.,460,-1,331,#80007f,0.4,0.0,0.0
199,601.3018,601,3018,326,#80007f,0.4,0.0,0.0
300,.,518,-1,326,#80007f,0.4,0.0,0.0
196,599.1901,599,1901,300,#80007f,0.4,0.0,0.0
212,622.6503,622,6503,300,#80007f,0.4,0.0,0.0
386,.,317,-1,389,#80007f,0.4,0.0,0.0
118,373.1115,373,1115,386,#80007f,0.4,0.0,0.0
381,.,333,-1,386,#c0003f,0.6000000000000001,0.0,0.0
362,.,383,-1,381,#c0003f,0.6000000000000001,0.0,0.0
305,.,516,-1,362,#c0003f,0.6000000000000001,0.0,0.0
180,562.4858,562,4858,305,#c0003f,0.6000000000000001,0.0,0.0
213,625.2818,625,2818,305,#c0003f,0.6000000000000001,0.0,0.0
340,.,428,-1,362,#c0003f,0.6000000000000001,0.0,0.0
250,705.9897,705,9897,340,#c0003f,0.6000000000000001,0.0,0.0
294,.,537,-1,340,#c0003f,0.6000000000000001,0.0,0.0
174,545.4250,545,4250,294,#c0003f,0.6000000000000001,0.0,0.0
186,572.340,572,340,294,#c0003f,0.6000000000000001,0.0,0.0
377,.,341,-1,381,#c0003f,0.6000000000000001,0.0,0.0
345,.,419,-1,377,#c0003f,0.6000000000000001,0.0,0.0
165,530.135,530,135,345,#c0003f,0.6000000000000001,0.0,0.0
304,.,516,-1,345,#c0003f,0.6000000000000001,0.0,0.0
227,666.6307,666,6307,304,#c0003f,0.6000000000000001,0.0,0.0
280,.,590,-1,304,#c0003f,0.6000000000000001,0.0,0.0
260,724.1361,724,1361,280,#c0003f,0.6000000000000001,0.0,0.0
266,.,681,-1,280,#ff0000,0.8,0.0,0.0
248,701.8310,701,8310,266,#ff0000,0.8,0.0,0.0
257,722.1182,722,1182,266,#ff0000,0.8,0.0,0.0
353,.,404,-1,377,#c0003f,0.6000000000000001,0.0,0.0
274,.,611,-1,353,#c0003f,0.6000000000000001,0.0,0.0
216,630.2142,630,2142,274,#c0003f,0.6000000000000001,0.0,0.0
232,674.285,674,285,274,#c0003f,0.6000000000000001,0.0,0.0
349,.,411,-1,353,#c0003f,0.6000000000000001,0.0,0.0
157,504.7046,504,7046,349,#c0003f,0.6000000000000001,0.0,0.0
170,540.87,540,87,349,#c0003f,0.6000000000000001,0.0,0.0
376,.,343,-1,377,#c0003f,0.6000000000000001,0.0,0.0
369,.,361,-1,376,#c0003f,0.6000000000000001,0.0,0.0
320,.,481,-1,369,#c0003f,0.6000000000000001,0.0,0.2
166,532.6849,532,6849,320,#c0003f,0.6000000000000001,0.0,0.2
293,.,539,-1,320,#c0003f,0.6000000000000001,0.0,0.2
176,549.1431,549,1431,293,#c0003f,0.6000000000000001,0.0,0.2
287,.,547,-1,293,#c0003f,0.6000000000000001,0.0,0.2
179,559.4521,559,4521,287,#c0003f,0.6000000000000001,0.0,0.2
206,614.1661,614,1661,287,#c0003f,0.6000000000000001,0.0,0.4
322,.,471,-1,369,#c0003f,0.6000000000000001,0.0,0.0
149,479.7667,479,7667,322,#ff0000,0.8,0.0,0.0
222,648.357,648,357,322,#c0003f,0.6000000000000001,0.0,0.0
372,.,356,-1,376,#c0003f,0.6000000000000001,0.0,0.0
359,.,391,-1,372,#c0003f,0.6000000000000001,0.0,0.0
336,.,442,-1,359,#c0003f,0.6000000000000001,0.0,0.0
278,.,598,-1,336,#ff0000,0.8,0.0,0.0
259,723.9064,723,9064,278,#ff0000,0.8,0.0,0.0
276,.,603,-1,278,#ff0000,0.8,0.0,0.0
215,627.9290,627,9290,276,#ff0000,0.8,0.0,0.0
243,695.6983,695,6983,276,#ff0000,0.8,0.0,0.0
333,.,444,-1,336,#c0003f,0.6000000000000001,0.0,0.0
291,.,539,-1,333,#c0003f,0.6000000000000001,0.0,0.0
264,.,691,-1,291,#c0003f,0.6000000000000001,0.0,0.0
253,711.5175,711,5175,264,#c0003f,0.6000000000000001,0.0,0.0
256,721.5712,721,5712,264,#c0003f,0.6000000000000001,0.0,0.0
272,.,624,-1,291,#c0003f,0.6000000000000001,0.0,0.0
220,645.8667,645,8667,272,#c0003f,0.6000000000000001,0.0,0.0
247,698.1002,698,1002,272,#c0003f,0.6000000000000001,0.0,0.0
328,.,457,-1,333,#c0003f,0.6000000000000001,0.0,0.0
144,470.1131,470,1131,328,#c0003f,0.6000000000000001,0.0,0.0
182,565.1074,565,1074,328,#c0003f,0.6000000000000001,0.0,0.0
357,.,396,-1,359,#c0003f,0.6000000000000001,0.0,0.0
123,401.2610,401,2610,357,#c0003f,0.6000000000000001,0.0,0.0
347,.,415,-1,357,#c0003f,0.6000000000000001,0.0,0.0
148,478.1543,478,1543,347,#c0003f,0.6000000000000001,0.0,0.0
346,.,416,-1,347,#c0003f,0.6000000000000001,0.0,0.0
134,442.9528,442,9528,346,#c0003f,0.6000000000000001,0.0,0.0
298,.,520,-1,346,#c0003f,0.6000000000000001,0.0,0.0
226,665.2421,665,2421,298,#c0003f,0.6000000000000001,0.0,0.0
230,669.8080,669,8080,298,#c0003f,0.6000000000000001,0.0,0.0
365,.,374,-1,372,#c0003f,0.6000000000000001,0.0,0.0
135,443.2715,443,2715,365,#c0003f,0.6000000000000001,0.0,0.0
314,.,494,-1,365,#c0003f,0.6000000000000001,0.0,0.0
279,.,593,-1,314,#c0003f,0.6000000000000001,0.0,0.0
214,626.734,626,734,279,#c0003f,0.6000000000000001,0.0,0.0
275,.,605,-1,279,#c0003f,0.6000000000000001,0.0,0.0
208,615.636,615,636,275,#c0003f,0.6000000000000001,0.0,0.0
231,670.7069,670,7069,275,#c0003f,0.6000000000000001,0.0,0.0
297,.,527,-1,314,#c0003f,0.6000000000000001,0.0,0.0
189,576.145,576,145,297,#c0003f,0.6000000000000001,0.0,0.0
296,.,528,-1,297,#c0003f,0.6000000000000001,0.0,0.0
190,580.2975,580,2975,296,#c0003f,0.6000000000000001,0.0,0.0
207,615.9510,615,9510,296,#c0003f,0.6000000000000001,0.0,0.0
363,.,380,-1,365,#c0003f,0.6000000000000001,0.0,0.0
121,392.774,392,774,363,#c0003f,0.6000000000000001,0.0,0.0
334,.,443,-1,363,#c0003f,0.6000000000000001,0.0,0.0
146,472.9438,472,9438,334,#c0003f,0.6000000000000001,0.0,0.0
319,.,482,-1,334,#c0003f,0.6000000000000001,0.0,0.0
295,.,534,-1,319,#c0003f,0.6000000000000001,0.0,0.0
246,697.9999,697,9999,295,#ff0000,0.8,0.0,0.0
254,718.846,718,846,295,#c0003f,0.6000000000000001,0.0,0.0
317,.,485,-1,319,#c0003f,0.6000000000000001,0.0,0.0
172,543.9890,543,9890,317,#c0003f,0.6000000000000001,0.0,0.0
289,.,542,-1,317,#c0003f,0.6000000000000001,0.0,0.0
184,569.4575,569,4575,289,#c0003f,0.6000000000000001,0.0,0.0
284,.,568,-1,289,#c0003f,0.6000000000000001,0.0,0.0
209,618.8922,618,8922,284,#c0003f,0.6000000000000001,0.0,0.0
210,622.2138,622,2138,284,#c0003f,0.6000000000000001,0.0,0.0
392,.,307,-1,394,#80007f,0.4,0.0,0.0
156,499.4194,499,4194,392,#c0003f,0.6000000000000001,0.0,0.0
159,515.316,515,316,392,#80007f,0.4,0.0,0.0
428,.,48,-1,431,#4000bf,0.2,0.0,0.0
383,.,324,-1,428,#c0003f,0.6000000000000001,0.0,0.0
370,.,361,-1,383,#c0003f,0.6000000000000001,0.0,0.0
327,.,460,-1,370,#c0003f,0.6000000000000001,0.0,0.0
175,545.9658,545,9658,327,#c0003f,0.6000000000000001,0.0,0.0
303,.,516,-1,327,#c0003f,0.6000000000000001,0.0,0.0
198,600.968,600,968,303,#c0003f,0.6000000000000001,0.0,0.0
